sample_index,source_dataset,source_url,source_pdf,source_id,source_category,pdf_file,pdf_sha256,source_text_sha256,extracted_chars,sampling_seed
149,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AGRICULTURE/14140903.pdf,14140903,AGRICULTURE,pdfs/14140903.pdf,0c02445dae08d4405af0acb60a64c40e4983c5234ce18f35dccf299414ec4b25,da57c534089199d9a3b5b948b78c707758ddc6d4a215ebe7d809e15419d164fb,6757,20260915
150,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/35971546.pdf,35971546,CONSTRUCTION,pdfs/35971546.pdf,a42b2362711c779b4fa3c723f6c36dc5c365f2a6c2021fbc08b69b71220a99ee,f0ea8eb8fb32a6ab443795c8c0d597c89bdd8a38d077a2dc88097597a0b9c9cd,7704,20260915
151,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/33023370.pdf,33023370,CONSTRUCTION,pdfs/33023370.pdf,faa7b04ab4836ec06054c0b62245cb7a8bbc66e4127c1764e978094f098c4c22,4369f661ac12c815bbf83183e3802665028fe73728ab920e2d774f867dc0382f,5884,20260915
152,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FITNESS/69666645.pdf,69666645,FITNESS,pdfs/69666645.pdf,d4ebfc1ed7846eb64bd0fcf68d809020005a5f1f719dcd7199cb7336ba81796d,9f4af3bd1220766f2030240b3d51c0aeb9ac08c1d810dcec3d25deb7d1e8c2ec,3880,20260915
153,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AVIATION/32720816.pdf,32720816,AVIATION,pdfs/32720816.pdf,e26d9295dad2972a49950579e97535f2ceebf7283289456cc4b94922b86f9319,93ff2eca8400c16fac331d47c6243a5c082c642ed9edd56e2c0820b43c88b219,5410,20260915
154,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/PUBLIC-RELATIONS/24977396.pdf,24977396,PUBLIC-RELATIONS,pdfs/24977396.pdf,0da95ad7ac7a89c24aeda5f482d4b8374494ac96997d4d3fd36692e1a08915b4,1294b487f6083866729e7c8d8339a1647ab46abaece9a186da39db1f802edbc8,6683,20260915
155,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ACCOUNTANT/31602598.pdf,31602598,ACCOUNTANT,pdfs/31602598.pdf,d7b99ecd4a31f99498153fd64f825a3bd2113875a35c82e63674586a24625d5e,a8a1b5e10529730ff483db1d95fefaccc4c5e9e761959430beb842493228fc33,5638,20260915
156,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/PUBLIC-RELATIONS/45462344.pdf,45462344,PUBLIC-RELATIONS,pdfs/45462344.pdf,92fe52c566bd0df872cb81ae37e6e070fc5f9bea64ec2d1cb0748f4374fce985,70b6b106f555d458ff587da2734cbb3fb1c3887008929681707648705fe7bfa7,6452,20260915
157,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ADVOCATE/54067174.pdf,54067174,ADVOCATE,pdfs/54067174.pdf,0eb6a88e9d170e1a4af91f5c654e9b831f18ca4e1a2bd2e920e659f0d137ebef,97dad6b5728e03bcd813816606ba6e10c239035f5fcbfcff507a9e22c8423846,4090,20260915
158,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BANKING/19911786.pdf,19911786,BANKING,pdfs/19911786.pdf,c3c04e35dcb2c4dcfca307eff9ba6b343f5e2220f8aee6c90e50e4ead6ee585e,be7e3724e384eecdf05d1b6c9e04ea089e58debd0ca61dfc980f10601e64851a,6370,20260915
159,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DESIGNER/20932019.pdf,20932019,DESIGNER,pdfs/20932019.pdf,eb0388812e2cd451975057020c242e4e1b3585cad853a3cd9ece645028948652,c93f4b8d65df09fe545cff1bfa4dd9a09184dcfddcf036575a90457563bd4d1e,3130,20260915
160,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/TEACHER/16270906.pdf,16270906,TEACHER,pdfs/16270906.pdf,5061fe6385601b1a6ef61f9f3cf40910b4ba10cf13d4ba26ceae0236bedd7fa0,8818aaf87d79656b59b340019b32e488d9376eb687a88132721f298a7c02ddf8,11535,20260915
161,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/39908485.pdf,39908485,CONSTRUCTION,pdfs/39908485.pdf,e724b8285aa840e2b401097df6859fb483d4074f305cb06aeaa1761db138baf8,0c86816154bd22d4e36c3424d4c0f0f6874c3712f88e226a4fc8aba2bcf90561,31641,20260915
162,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/APPAREL/14413257.pdf,14413257,APPAREL,pdfs/14413257.pdf,17770e3e79b83015fc81684090ce51d290af89a25e3ee7fcf8176d11d2c521af,d47df74099d90fbf0f8ec8f187d18db38a41c8a7b92f6bb88eb3991212394a06,6200,20260915
163,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AGRICULTURE/15546686.pdf,15546686,AGRICULTURE,pdfs/15546686.pdf,f7be60864d57b12cad5f1c9539d8ccc89b1d587b007073de30d456074d388c3e,3d274c3d7c074cb5b3784f12d6de9d03bd29a5fd73e12784412127c5e6f497a5,3661,20260915
164,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ARTS/36758947.pdf,36758947,ARTS,pdfs/36758947.pdf,514a42c80200f2589a05410f57ab1245b3c1ae7c3216ec6a0c17de232f8a93d0,cbbe1b4788c34de9496c624b0f6fd11e60064f96d388a691e16f31ee3badcd3b,7680,20260915
165,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BANKING/15856762.pdf,15856762,BANKING,pdfs/15856762.pdf,8760fe84b997e525ac3a0f44c483014ecbd51d2d1c2b612e9e62281a5adb16eb,5aef09c56defdc7dfe9d12e650eb4c87af44f86aa35997f06ec49da015abbbc9,9602,20260915
166,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ACCOUNTANT/25749150.pdf,25749150,ACCOUNTANT,pdfs/25749150.pdf,c4f1de0455c8d9196f2b6f9bb0b707330ce65c41406162da545806e3cfbfedb4,d282987a1d741775a8f8fb437ce3932b54251453901ad81f93f9be0656747b2a,6372,20260915
167,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AVIATION/26888302.pdf,26888302,AVIATION,pdfs/26888302.pdf,35fd208bca28a1bd9c37481e03f3c8f19c57581f9781c1355c9c77cb13e0ee7c,80c34f341c0ac8817ae2d5c4b8a7fe2592126cd7322b79e19ac88c1079284979,7932,20260915
168,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BANKING/26673507.pdf,26673507,BANKING,pdfs/26673507.pdf,c78adf5d412cbbc7520bf3b50cc55519e6cee51f0fc4ef16c51ee562f98259e8,16fca0eecf37dfe17547dcf04fdd129c5bd3f9cf03887cbf36e33d16ee0a13a0,5293,20260915
169,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ACCOUNTANT/19446337.pdf,19446337,ACCOUNTANT,pdfs/19446337.pdf,6995ca96ee642e496ee3c124ed94e456d7db7e41ce48a304afba980b76270ffc,7654657e89f0ae8e9edfa12ce1a53fe6d27dfd6345b7f71100723fd8f540db45,6927,20260915
170,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FITNESS/38650096.pdf,38650096,FITNESS,pdfs/38650096.pdf,91de0a025af9138325befb1cb3e131f9993d88ff4c896aa0bf6cd417793934fc,a46c97dcba0b524725d2313481204d433f8874244822252fccdb052e4b41e0cb,2543,20260915
171,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/PUBLIC-RELATIONS/20966771.pdf,20966771,PUBLIC-RELATIONS,pdfs/20966771.pdf,e67ce4e65f4e368dc4130444d4215b4fb74929d59e355274098c7259407d46dc,1971f8da848be8fa7186190cdc5ab739307656fbb1304f6f71e4d0bd335eb606,5443,20260915
172,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BUSINESS-DEVELOPMENT/18937778.pdf,18937778,BUSINESS-DEVELOPMENT,pdfs/18937778.pdf,292dedae5494083f0e19b8c33e18117a82254f92be005fda21fd49f9ca22c84d,4f961a46841562d0c1289f74b3c06776da5df635f5663c13de153d5e8a316499,5335,20260915
173,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FITNESS/24767027.pdf,24767027,FITNESS,pdfs/24767027.pdf,7d33ae2645dd6bc9d8dc62deafe68437b7934b248ae98577783a721edc223241,7ce03cf3005c980e7dade78ff91ea85fbccfcb7c953bceb9a5ef0ebac4009c52,6356,20260915
174,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/HR/26780935.pdf,26780935,HR,pdfs/26780935.pdf,022701839d19901a28a63888dbce5cc6200bc8c9f972ea85eac4714035341967,5cba180a03ec1a0648225092a9dce1e2dae41bdc55ec9c064d684a59b98a95d6,5235,20260915
175,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AVIATION/13234267.pdf,13234267,AVIATION,pdfs/13234267.pdf,54c40dd8fc3db76b2a20950f9f47bced575195d3281c5b96802bcf4f3dba2bfc,6dd9f34b25e7899c233c383b94a243d79f8dd0b757e85539ae934fc182325f80,9019,20260915
176,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FINANCE/28522529.pdf,28522529,FINANCE,pdfs/28522529.pdf,37cccf91871fb95c0213e3609f314a3d9707ddb954241f3ad7cf18a709293cbe,d5ea3e36dea3c28aa4ee882115deb75551b7c0df77e3e1aca2c287485dac3c71,5915,20260915
177,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FITNESS/17915015.pdf,17915015,FITNESS,pdfs/17915015.pdf,bb88b8e755a60aee5798762a39b2d35a2e593df903c9d1072a5449f8b1383780,3ad3b78fee916b39a8f64c7227ba2000a0c66e47d5da61e7b487725b5ebc0f7b,5793,20260915
178,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FITNESS/10235429.pdf,10235429,FITNESS,pdfs/10235429.pdf,1c52d469bc23793d45241667c71e78b8ca498bd63fac4c5c6a349f2bf1989484,761771cf71d62a9175cc8ca898725086ec56180b2fd8278555af543d9aad8c7b,6598,20260915
179,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/HEALTHCARE/41910253.pdf,41910253,HEALTHCARE,pdfs/41910253.pdf,91fdf50d0fae452c8356396e48b001cfc5390c5a93aa2beba0515e14b84ce5d0,e1e3266aff03de317a9139675b441c23f56638f59a7b6cb770700753d42cf7d0,3546,20260915
180,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/SALES/16280971.pdf,16280971,SALES,pdfs/16280971.pdf,ac89b388de28d09e72ae2bb32b3cd097c251cea95410db9fd9d70579b944246b,499a48949c365b074a48ecd7c0029b7d1816df7c4a6d7f7ec29756e753511f36,5840,20260915
181,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/HR/32947778.pdf,32947778,HR,pdfs/32947778.pdf,2c6b10d4b0b5a053badca8aebd3cada36a3a76739a6dd6c894c0f76486a70a7d,0efbac117ca81ad8e38f13394f873cabaff8dc6fbef0fbeb642aee86cb3d2178,9096,20260915
182,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ADVOCATE/80503242.pdf,80503242,ADVOCATE,pdfs/80503242.pdf,06005758dd8eee317ff1a6217cdb6b0a28dc09c5af2d728165c7d77a94f6857c,0541a528d576085db4ec1bcaee11d5f4af3a5452bc8198a9f10ab5ce39dc98aa,5684,20260915
183,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/22546476.pdf,22546476,CONSTRUCTION,pdfs/22546476.pdf,fc66458d426daafa17a82b1eaf96a68fde6b31664ab15c3723e4dff2bad147fd,8dd6c822ae3d03fe3ad11c94d2229b4444f519919282b2e7e30f99a6f09a2520,5620,20260915
184,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BANKING/35564026.pdf,35564026,BANKING,pdfs/35564026.pdf,7d86ff7d37fb94b390f766324dd3bf4b13e031cf0e964341a31aa9c13f2b0e44,8d96463023ccacdde237736c8e80956c2a81522e3db5bcacaad479e56b40580b,5342,20260915
185,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/SALES/31199035.pdf,31199035,SALES,pdfs/31199035.pdf,b1571f423a782952530c411836c2e8f0630a63c61fa6dc35da0c161e4e5dece2,3f7c75e91d130e664abdbe617da31f08fa258e2026878854da740d6433563abb,5686,20260915
186,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/HR/19717385.pdf,19717385,HR,pdfs/19717385.pdf,b18b62bfe8df93b39b7b941705b3d1464324df57be28918a2082a47eed942d65,4ce9d93624ea4258de52a547dd8ec69685c14781f344aef44d1ffa5ed131451c,7136,20260915
187,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CHEF/53265899.pdf,53265899,CHEF,pdfs/53265899.pdf,24831238f62931de8cd950d14b5fa1ca894baf2d6e9a235767f3bc470bb36264,91a6cb1ea932698563e3cc40867ffcd844eac3f90ba6cbbaa720f84caab3395d,7036,20260915
188,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSULTANT/80527194.pdf,80527194,CONSULTANT,pdfs/80527194.pdf,06b76fcffc544816c1e2bac3491a5731ef3a335b4913c89db417801d51490703,0126f93bf98683b6c02b5ba503507f4e3e59ed81054bccfbd1b42ac5bf18df8f,7476,20260915
189,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ADVOCATE/14146106.pdf,14146106,ADVOCATE,pdfs/14146106.pdf,f4ffca4fcff65b5a8e6f07a58db44833154d1d6aacc911c3b2dd96d9912391fa,f5cc41049bd48b7530ae9654c427632e31b8c2955db2a9959f452dafcf582627,6322,20260915
190,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ARTS/20149476.pdf,20149476,ARTS,pdfs/20149476.pdf,53eaef3a9209a3ab8c528a244ac881fc84444ae9495feee51ac84d7563f51d66,db395f1d9407db2e78f1f739adb13672198199c2b38e71d0c196fa86fe7531dd,5897,20260915
191,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DESIGNER/34511655.pdf,34511655,DESIGNER,pdfs/34511655.pdf,73099301957d8a02ee2cdee1ea04eb7233d3b98b4fa00cc4942af8770718663c,fe138b70df66b1bd5a0776dcb9d720dd796a09736f16158af87eb2d08aa372a8,5757,20260915
192,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BANKING/10329506.pdf,10329506,BANKING,pdfs/10329506.pdf,3a1cd91e81422d215a02b8d9e8294fe4f97f6f769d28cd91507b2e7d97a7c6f7,7e5683f8fc8057bcf5c7851245dabc800484dcb9dc8543cc125a1b5f454ddc5c,4848,20260915
193,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ENGINEERING/12022566.pdf,12022566,ENGINEERING,pdfs/12022566.pdf,35430ebbfdd2950c025e77ff4ffa034a93ac00beaca51090042cc47bd41339f5,b249227c8882111c66b233cd6ce32ecc978c84ff4c06c1ab28f3abd72b0a3b48,5708,20260915
194,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AVIATION/24544244.pdf,24544244,AVIATION,pdfs/24544244.pdf,41ef4e0196eb622f016aa9957735dfd020d422c384d66f0a9874048266f9fdfa,606cdcbc2709759c349326ede578c84ca7c86ec4be6730d0d64d7800e2bc8618,7227,20260915
195,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DIGITAL-MEDIA/24679149.pdf,24679149,DIGITAL-MEDIA,pdfs/24679149.pdf,1641d2821470449029b4c86543a65f2b211b39a6e9ae83ad0fdd22929377c8d3,2de54079cc55f08ac229559b1f86c96b8ddc8251f15ae8bd4115bf0742d4eaa6,5295,20260915
196,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ADVOCATE/17021141.pdf,17021141,ADVOCATE,pdfs/17021141.pdf,81b003a463931ae98bee80b7a8f5a4382d17f891042ca09567c71b8f7af10b0a,b55fe05bcb642d0726e8e87901eee4acf5b4caca4624cb3beee00feb6b970cf3,6296,20260915
197,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/SALES/13812481.pdf,13812481,SALES,pdfs/13812481.pdf,11bd1bb537a36afd956534cb116be5fe8271975cccfd5bfcadf1459aeb20eda1,e80982da31f63548e2895e5cd445a59e7ea73a7e411cf38cce1d25d09d20d1f9,6093,20260915
198,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ENGINEERING/39835894.pdf,39835894,ENGINEERING,pdfs/39835894.pdf,e6cc6c4d7bf431c2b7f09b6df0b32cb6c3ea0f0c89044fb77ac8bc8974fb8acf,b1e32e4b19fe69bd6f6394a1702a966a2f4ca8775bfa75626ea9acbc9eaa60f5,6128,20260915
199,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/TEACHER/10909720.pdf,10909720,TEACHER,pdfs/10909720.pdf,8b095aee0675822a749d04775613707caff15caa2f401aa4815dc03d0e553dd8,e0b9e99c29aeeb96546053bb6cdd46c724a0daab5366563ac47587e7cce830cd,6386,20260915
200,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/18472240.pdf,18472240,CONSTRUCTION,pdfs/18472240.pdf,5e285d05c90f9b16ef9fec2aa51c7ada116823643f4f01779d67bd4c2a2d7c3c,18e781801dc8ef287a3372b34b7a9b4c224d17227ae1c7ff377f2ab156fbf5f8,1644,20260915
201,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ARTS/18029935.pdf,18029935,ARTS,pdfs/18029935.pdf,ee1df53365af3f7332b233b233473aaa918a0d18061e13644d7fc07630b32e87,e0a10f37ac76f921cf5387bf1bff188e7a96ab20f29bb92648e8a79c6e72599f,5090,20260915
202,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FINANCE/12858898.pdf,12858898,FINANCE,pdfs/12858898.pdf,544b1bb04db30b33bd0446b04fc3715cb6a53acdc37f9ba977b0c0e62c68c7c6,95495b41ad5726291a09628021ecb75041d1d4b20fd042b4bda47c0351829bbb,5729,20260915
203,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AVIATION/36727173.pdf,36727173,AVIATION,pdfs/36727173.pdf,39ea5ad9abb41329cad88d7c79300fd14255c7a04ab51328562ea586b2da149a,4de09652b7cd784f65f2fa0867c776fd3d0b76a68bbff8d95742e8a15e1159de,5252,20260915
204,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ENGINEERING/28320387.pdf,28320387,ENGINEERING,pdfs/28320387.pdf,f5ce1e0a5858efd3f2bda28276eeca64ee77741fe80114c5e1124cbb71c3ae99,3368d8183f36c892a60e583d6bdc78f60cddb6f31ee489373920681965f55743,5293,20260915
205,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DIGITAL-MEDIA/59011090.pdf,59011090,DIGITAL-MEDIA,pdfs/59011090.pdf,46a425106a40e8d66654e6e8b1a4d41c44c6550b4c3ff61d3e1af68205d9d0d8,f422a624e4594b561ca92ea065f76c93eced681ca11baf1ee3db4b88f0dcf533,3372,20260915
206,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/APPAREL/16605640.pdf,16605640,APPAREL,pdfs/16605640.pdf,cc2bff803f398a05de01c9253bec41bae5457503be5acabb538fec69ab3482c1,7203eb13e1167eed35d99977263c4c98693258c9f12024c0342993544ad6df38,6588,20260915
207,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/69764348.pdf,69764348,CONSTRUCTION,pdfs/69764348.pdf,c02aaddba8dabd0c32a7b6bab9dcd9403f5d2eff01a33056036ac2c28e91dced,b3843d7ba4f0040944a424977f59e09871d4d35c30d4d84be1fba1fc4efb801c,11560,20260915
208,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AVIATION/98389424.pdf,98389424,AVIATION,pdfs/98389424.pdf,3542f2a77544779a6e88d8142547a8af71129928be51909b10401f23ad97cc00,2969cf77789f0c5474d441f7ab6a1c9a496d3d3cf796193677ba9d04eaa0f11d,5112,20260915
209,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BUSINESS-DEVELOPMENT/23568641.pdf,23568641,BUSINESS-DEVELOPMENT,pdfs/23568641.pdf,b64c8d924ec4aeb74bb9c608e3f4a37cfed0d5887200fff6addd8fca8fa65ea7,cf3db9450c2ae588cae1eaedc707a19b12b3a31e2a0379f47a2edf7c4d96c6a0,3513,20260915
210,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AVIATION/17008356.pdf,17008356,AVIATION,pdfs/17008356.pdf,bcb2c9ee2c6e509a4827b8e6759ce54c653da9930fe99cc1521978cfa010c78c,932abea4a25d1940730016bb011a9ccf741c44db3f7c298a4e4279ec00f3670c,7938,20260915
211,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/99433371.pdf,99433371,CONSTRUCTION,pdfs/99433371.pdf,1cf04917803b7f457b581df5ea5a48f4edca50d4928296619b02f791a3689c12,e95d3867941d0abb7e7ddec9c550df78d080251f56e4fa0b55b1537d4790db83,1656,20260915
212,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FITNESS/24219583.pdf,24219583,FITNESS,pdfs/24219583.pdf,8c3a0ba3c89b5003a1532e82c7bb92de6f3823e2404cdd6a5703edde4d713676,8a41f6024a5aca245bd9ea9375d26716436a6d71aca079402cac5a23c8234e6e,5525,20260915
213,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/SALES/14358578.pdf,14358578,SALES,pdfs/14358578.pdf,b550b01dbd765fb4c1fab8036226e968c49ed5ca78cc13cf52ddf8f5c13ad6c3,83d68809c4fabc46ddae79d886ea8761b214a99c6ea68b4648a87363ea2190c9,6586,20260915
214,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ARTS/99033098.pdf,99033098,ARTS,pdfs/99033098.pdf,f8de602f532ba9cb0de56a8fa4655df110da35e2c3de23dcc7aadb910bd53409,3941aa89ef15e31b7fb10fbed7e21169e21d3c1cc0e4468c0f40c4be99ec4645,6799,20260915
215,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DIGITAL-MEDIA/30504149.pdf,30504149,DIGITAL-MEDIA,pdfs/30504149.pdf,1821c289ea502c9ff2553161cfc25688dfcca7be5db64f01f61163378f9974f9,81ea2aaac0fde35f1b7eba626e31ae7824e739d4d3f57ce2c21127e04223ae40,4501,20260915
216,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ARTS/34146825.pdf,34146825,ARTS,pdfs/34146825.pdf,8b02bedac3a81c703abd4789fc141bcb01f5a140045155c133971efb960d6013,66af3c2caf9d53e4e2b5f2247e6f4b1183695157be8f46667f178f031ca6a008,5031,20260915
217,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BANKING/13982572.pdf,13982572,BANKING,pdfs/13982572.pdf,105135e2f16d9188d045fc947c0d98ff02445d97baa9fb10f73ec9f72151740c,502c49708149ea06e5f5c70a4c83974be3850bf0f81a59be23402689a4f9420d,4887,20260915
218,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/29087505.pdf,29087505,CONSTRUCTION,pdfs/29087505.pdf,9c10d7752c620a1b44cfeeb5eab92865d0c95dd11949a7fddbdbe544ef52ba09,bd30b482fbc568ba8c4954a040d5c14b8f69ce1e23282b1db7d48d5ca233a1e0,5342,20260915
219,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/HR/29297973.pdf,29297973,HR,pdfs/29297973.pdf,eda166b75ae9c2c7f751a825e5cde9385cf70f76d446c1b73e3e36c25081945b,0ef680fbd2bb594723b41ea5439291e34a3d8328e5964128ab6bf4445c068f49,5705,20260915
220,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AVIATION/91431878.pdf,91431878,AVIATION,pdfs/91431878.pdf,2c8223451277a7fe9152b02a19ad969542b4adf2cc900dcc952d78259b95b433,2efcf7f2223321fb54818f549396a10278a6add7c765ea6a6ec96d7e6ff87caa,5406,20260915
221,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BUSINESS-DEVELOPMENT/20748929.pdf,20748929,BUSINESS-DEVELOPMENT,pdfs/20748929.pdf,235e9a21eb4e6f0cb4af8e6ccf3ebb130c27c2ad003eb21d6fdb87d7af8a9a64,6c18a11b1e93b6e0adda6b4b99197686f153a2273585340ebede0d7868d34882,8307,20260915
222,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/PUBLIC-RELATIONS/14536764.pdf,14536764,PUBLIC-RELATIONS,pdfs/14536764.pdf,e14b1980d51143e3562db2676358254affaf5198ea316dedf0f46185aa3c2e0e,609b0a0583de38f006754a35339011290ad52728b08485deee0089fda79dc8c8,5520,20260915
