pair_id,jd_id,job_title,job_url,job_text_sha256,fit_group,baseline_fit_score,baseline_decision,source_id,source_category,archive_entry,clean_pdf,clean_pdf_sha256,clean_extracted_text,baseline_result,source_pages,lexical_rank
jd_11_r09,jd_11,Lifecycle Marketing Manager,https://boards.greenhouse.io/robinhood/jobs/8119781?t=gh_src=&gh_jid=8119781,2b0cae019938ba30db5ac78c1d0ad90c5fe1fc42c30ff5a3a87e775c8e46a395,likely_nonfit,35,fail,70196518,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/70196518.pdf,clean_pdfs/jd_11/jd_11_r09_70196518.pdf,3dc9cb056d027d62186eb6fb92cf4cdd0d7b9a7b12615aac86d806df1e89b6e5,candidate_text/70196518.txt,candidate_screening/jd_11_70196518.json,1,69
jd_11_r10,jd_11,Lifecycle Marketing Manager,https://boards.greenhouse.io/robinhood/jobs/8119781?t=gh_src=&gh_jid=8119781,2b0cae019938ba30db5ac78c1d0ad90c5fe1fc42c30ff5a3a87e775c8e46a395,likely_nonfit,45,fail,11902276,PUBLIC-RELATIONS,data/data/PUBLIC-RELATIONS/11902276.pdf,clean_pdfs/jd_11/jd_11_r10_11902276.pdf,039ab0a4708c90f3af0bac6427006fda2fe618aa33d9df402268dfc4fd2cf863,candidate_text/11902276.txt,candidate_screening/jd_11_11902276.json,2,40
jd_12_r01,jd_12,Employee Relations Business Partner,https://boards.greenhouse.io/robinhood/jobs/8051290?t=gh_src=&gh_jid=8051290,0a2d440c68d0d0db8e91a30c85a7a3464856b723a5b9fea756abf89da60d9459,likely_fit,85,pass,93112113,HR,data/data/HR/93112113.pdf,clean_pdfs/jd_12/jd_12_r01_93112113.pdf,38c455b1f58218332f075a2ae5ad1cfaec372de18952b69dbca555b5b30068a9,candidate_text/93112113.txt,candidate_screening/jd_12_93112113.json,2,1
jd_12_r02,jd_12,Employee Relations Business Partner,https://boards.greenhouse.io/robinhood/jobs/8051290?t=gh_src=&gh_jid=8051290,0a2d440c68d0d0db8e91a30c85a7a3464856b723a5b9fea756abf89da60d9459,likely_fit,85,pass,44476983,HR,data/data/HR/44476983.pdf,clean_pdfs/jd_12/jd_12_r02_44476983.pdf,3720fc5dea61f96ff62daf94e23151eafd787feff81c05524add686c31bb2d10,candidate_text/44476983.txt,candidate_screening/jd_12_44476983.json,2,2
jd_12_r03,jd_12,Employee Relations Business Partner,https://boards.greenhouse.io/robinhood/jobs/8051290?t=gh_src=&gh_jid=8051290,0a2d440c68d0d0db8e91a30c85a7a3464856b723a5b9fea756abf89da60d9459,likely_fit,85,pass,17812897,HR,data/data/HR/17812897.pdf,clean_pdfs/jd_12/jd_12_r03_17812897.pdf,b73a8b9d5cde7a1928805b13858e1f8cd413d4c9a0ca11d06104161f445c9064,candidate_text/17812897.txt,candidate_screening/jd_12_17812897.json,2,6
jd_12_r04,jd_12,Employee Relations Business Partner,https://boards.greenhouse.io/robinhood/jobs/8051290?t=gh_src=&gh_jid=8051290,0a2d440c68d0d0db8e91a30c85a7a3464856b723a5b9fea756abf89da60d9459,likely_fit,85,pass,30563572,HR,data/data/HR/30563572.pdf,clean_pdfs/jd_12/jd_12_r04_30563572.pdf,cfef10d8fffc4cfad603ce72c2232a8acb42b7792abccd40c8fa33b7ee545930,candidate_text/30563572.txt,candidate_screening/jd_12_30563572.json,2,8
jd_12_r05,jd_12,Employee Relations Business Partner,https://boards.greenhouse.io/robinhood/jobs/8051290?t=gh_src=&gh_jid=8051290,0a2d440c68d0d0db8e91a30c85a7a3464856b723a5b9fea756abf89da60d9459,likely_fit,85,pass,21265194,HR,data/data/HR/21265194.pdf,clean_pdfs/jd_12/jd_12_r05_21265194.pdf,421b3e8caa36dd2fad167f307a0bdd088624b4f695a35609138288c3f0c871a1,candidate_text/21265194.txt,candidate_screening/jd_12_21265194.json,3,9
jd_12_r06,jd_12,Employee Relations Business Partner,https://boards.greenhouse.io/robinhood/jobs/8051290?t=gh_src=&gh_jid=8051290,0a2d440c68d0d0db8e91a30c85a7a3464856b723a5b9fea756abf89da60d9459,likely_nonfit,65,fail,24184357,HR,data/data/HR/24184357.pdf,clean_pdfs/jd_12/jd_12_r06_24184357.pdf,2fa8349a07da15209d7cd6bd1b4445bb6b7e4bf3c777093c99760fe2ff2fcd01,candidate_text/24184357.txt,candidate_screening/jd_12_24184357.json,2,7
jd_12_r07,jd_12,Employee Relations Business Partner,https://boards.greenhouse.io/robinhood/jobs/8051290?t=gh_src=&gh_jid=8051290,0a2d440c68d0d0db8e91a30c85a7a3464856b723a5b9fea756abf89da60d9459,likely_nonfit,65,fail,29297393,CONSULTANT,data/data/CONSULTANT/29297393.pdf,clean_pdfs/jd_12/jd_12_r07_29297393.pdf,9fa46c0212c166fb118f69b2b760a31408d0e87e28453a4e364d4a0a26f91cab,candidate_text/29297393.txt,candidate_screening/jd_12_29297393.json,4,17
jd_12_r08,jd_12,Employee Relations Business Partner,https://boards.greenhouse.io/robinhood/jobs/8051290?t=gh_src=&gh_jid=8051290,0a2d440c68d0d0db8e91a30c85a7a3464856b723a5b9fea756abf89da60d9459,likely_nonfit,65,fail,11152490,AUTOMOBILE,data/data/AUTOMOBILE/11152490.pdf,clean_pdfs/jd_12/jd_12_r08_11152490.pdf,38b7e39947a6ff39bdd29cb0020317e38c1ec4f8c7c22edd74b80e8817a358e7,candidate_text/11152490.txt,candidate_screening/jd_12_11152490.json,3,18
jd_12_r09,jd_12,Employee Relations Business Partner,https://boards.greenhouse.io/robinhood/jobs/8051290?t=gh_src=&gh_jid=8051290,0a2d440c68d0d0db8e91a30c85a7a3464856b723a5b9fea756abf89da60d9459,likely_nonfit,45,fail,29221006,AVIATION,data/data/AVIATION/29221006.pdf,clean_pdfs/jd_12/jd_12_r09_29221006.pdf,cd2a81d2cc67f482b2272a73d7d1d199cb4fbc06ab428afe64aea5d3cacdf867,candidate_text/29221006.txt,candidate_screening/jd_12_29221006.json,3,41
jd_12_r10,jd_12,Employee Relations Business Partner,https://boards.greenhouse.io/robinhood/jobs/8051290?t=gh_src=&gh_jid=8051290,0a2d440c68d0d0db8e91a30c85a7a3464856b723a5b9fea756abf89da60d9459,likely_nonfit,45,fail,35474904,ADVOCATE,data/data/ADVOCATE/35474904.pdf,clean_pdfs/jd_12/jd_12_r10_35474904.pdf,7b7f0343016c5dd97c0121dbaede80d9c20186113462029c35c6fe2ab6c11cbe,candidate_text/35474904.txt,candidate_screening/jd_12_35474904.json,2,30
jd_13_r01,jd_13,Graphic Designer,https://jobs.lever.co/numeris/fdc2c88a-cf4c-45f2-892e-0dbef1bcf5d0,5926ce0f64eb58a2fc99d1a6fcaffbba82b21c159b0560c2662f0b3ceee6c7a0,likely_fit,78,pass,26676567,DESIGNER,data/data/DESIGNER/26676567.pdf,clean_pdfs/jd_13/jd_13_r01_26676567.pdf,9ca7d3a07e9950cccea80e46524ef98a941442ca1e0d6942d2cbd9edb028298d,candidate_text/26676567.txt,candidate_screening/jd_13_26676567.json,5,15
jd_13_r02,jd_13,Graphic Designer,https://jobs.lever.co/numeris/fdc2c88a-cf4c-45f2-892e-0dbef1bcf5d0,5926ce0f64eb58a2fc99d1a6fcaffbba82b21c159b0560c2662f0b3ceee6c7a0,likely_fit,78,pass,15425154,DESIGNER,data/data/DESIGNER/15425154.pdf,clean_pdfs/jd_13/jd_13_r02_15425154.pdf,3d0567003171f122bb68026b97bd398b9f3c3efbdc925c7f80e94a5eb66adcf2,candidate_text/15425154.txt,candidate_screening/jd_13_15425154.json,2,19
jd_13_r03,jd_13,Graphic Designer,https://jobs.lever.co/numeris/fdc2c88a-cf4c-45f2-892e-0dbef1bcf5d0,5926ce0f64eb58a2fc99d1a6fcaffbba82b21c159b0560c2662f0b3ceee6c7a0,likely_fit,78,pass,54201930,DESIGNER,data/data/DESIGNER/54201930.pdf,clean_pdfs/jd_13/jd_13_r03_54201930.pdf,d708f09d60269a96a7af1a4a38569417f621b1a09e809ea0b52fb043c9e1f67f,candidate_text/54201930.txt,candidate_screening/jd_13_54201930.json,2,21
jd_13_r04,jd_13,Graphic Designer,https://jobs.lever.co/numeris/fdc2c88a-cf4c-45f2-892e-0dbef1bcf5d0,5926ce0f64eb58a2fc99d1a6fcaffbba82b21c159b0560c2662f0b3ceee6c7a0,likely_fit,78,pass,22560013,PUBLIC-RELATIONS,data/data/PUBLIC-RELATIONS/22560013.pdf,clean_pdfs/jd_13/jd_13_r04_22560013.pdf,e8896ecf52edac5d06097c277a622a1efc02f3325603b4947166c6bcab2347f8,candidate_text/22560013.txt,candidate_screening/jd_13_22560013.json,2,35
jd_13_r05,jd_13,Graphic Designer,https://jobs.lever.co/numeris/fdc2c88a-cf4c-45f2-892e-0dbef1bcf5d0,5926ce0f64eb58a2fc99d1a6fcaffbba82b21c159b0560c2662f0b3ceee6c7a0,likely_fit,75,pass,25422388,DESIGNER,data/data/DESIGNER/25422388.pdf,clean_pdfs/jd_13/jd_13_r05_25422388.pdf,0ff93283a84502de85652e091d2949e0d555f5245e41d34e03a30f7832c99686,candidate_text/25422388.txt,candidate_screening/jd_13_25422388.json,2,2
jd_13_r06,jd_13,Graphic Designer,https://jobs.lever.co/numeris/fdc2c88a-cf4c-45f2-892e-0dbef1bcf5d0,5926ce0f64eb58a2fc99d1a6fcaffbba82b21c159b0560c2662f0b3ceee6c7a0,likely_nonfit,65,fail,26046064,DESIGNER,data/data/DESIGNER/26046064.pdf,clean_pdfs/jd_13/jd_13_r06_26046064.pdf,88288c67061b5b7ca63e1c260eda367d2df7f8d64a3b32cbd9b59d9d6489613b,candidate_text/26046064.txt,candidate_screening/jd_13_26046064.json,1,1
jd_13_r07,jd_13,Graphic Designer,https://jobs.lever.co/numeris/fdc2c88a-cf4c-45f2-892e-0dbef1bcf5d0,5926ce0f64eb58a2fc99d1a6fcaffbba82b21c159b0560c2662f0b3ceee6c7a0,likely_nonfit,65,fail,29147100,DESIGNER,data/data/DESIGNER/29147100.pdf,clean_pdfs/jd_13/jd_13_r07_29147100.pdf,9d00a6ed0dc6f6e51a687939906f26e3bd81b33e333a0794000e2ef324b2bd6a,candidate_text/29147100.txt,candidate_screening/jd_13_29147100.json,1,6
jd_13_r08,jd_13,Graphic Designer,https://jobs.lever.co/numeris/fdc2c88a-cf4c-45f2-892e-0dbef1bcf5d0,5926ce0f64eb58a2fc99d1a6fcaffbba82b21c159b0560c2662f0b3ceee6c7a0,likely_nonfit,65,fail,50219114,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/50219114.pdf,clean_pdfs/jd_13/jd_13_r08_50219114.pdf,f3f82515e797204b39227c15ff3d78ee077813fc025ab790c144c2f742a8a4ad,candidate_text/50219114.txt,candidate_screening/jd_13_50219114.json,2,7
jd_13_r09,jd_13,Graphic Designer,https://jobs.lever.co/numeris/fdc2c88a-cf4c-45f2-892e-0dbef1bcf5d0,5926ce0f64eb58a2fc99d1a6fcaffbba82b21c159b0560c2662f0b3ceee6c7a0,likely_nonfit,30,fail,24574164,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/24574164.pdf,clean_pdfs/jd_13/jd_13_r09_24574164.pdf,12e37567707546331aef84df75612a26ee3fa1c6498bba9040ecf28763f56694,candidate_text/24574164.txt,candidate_screening/jd_13_24574164.json,3,30
jd_13_r10,jd_13,Graphic Designer,https://jobs.lever.co/numeris/fdc2c88a-cf4c-45f2-892e-0dbef1bcf5d0,5926ce0f64eb58a2fc99d1a6fcaffbba82b21c159b0560c2662f0b3ceee6c7a0,likely_nonfit,45,fail,18795567,DESIGNER,data/data/DESIGNER/18795567.pdf,clean_pdfs/jd_13/jd_13_r10_18795567.pdf,d6f8ca8ff8de9c97bf3bf27ee503f180336dd53ece273751a17a34746e419bd9,candidate_text/18795567.txt,candidate_screening/jd_13_18795567.json,2,37
jd_14_r01,jd_14,Junior Creative Visual Designer,https://jobs.lever.co/ana-corp/09422548-cf87-432b-8e08-1293de56274d,417989c042bc6596864e78fb262ce921f69e90b39c8260e48fa75cc23a821c9c,likely_fit,85,pass,54201930,DESIGNER,data/data/DESIGNER/54201930.pdf,clean_pdfs/jd_14/jd_14_r01_54201930.pdf,d708f09d60269a96a7af1a4a38569417f621b1a09e809ea0b52fb043c9e1f67f,candidate_text/54201930.txt,candidate_screening/jd_14_54201930.json,2,4
jd_14_r02,jd_14,Junior Creative Visual Designer,https://jobs.lever.co/ana-corp/09422548-cf87-432b-8e08-1293de56274d,417989c042bc6596864e78fb262ce921f69e90b39c8260e48fa75cc23a821c9c,likely_fit,85,pass,15425154,DESIGNER,data/data/DESIGNER/15425154.pdf,clean_pdfs/jd_14/jd_14_r02_15425154.pdf,3d0567003171f122bb68026b97bd398b9f3c3efbdc925c7f80e94a5eb66adcf2,candidate_text/15425154.txt,candidate_screening/jd_14_15425154.json,2,7
jd_14_r03,jd_14,Junior Creative Visual Designer,https://jobs.lever.co/ana-corp/09422548-cf87-432b-8e08-1293de56274d,417989c042bc6596864e78fb262ce921f69e90b39c8260e48fa75cc23a821c9c,likely_fit,85,pass,26496059,DESIGNER,data/data/DESIGNER/26496059.pdf,clean_pdfs/jd_14/jd_14_r03_26496059.pdf,2d8ac018b065dc86559efec622c6c253aa93d7ebc2156bd45d63f471c3083097,candidate_text/26496059.txt,candidate_screening/jd_14_26496059.json,3,10
jd_14_r04,jd_14,Junior Creative Visual Designer,https://jobs.lever.co/ana-corp/09422548-cf87-432b-8e08-1293de56274d,417989c042bc6596864e78fb262ce921f69e90b39c8260e48fa75cc23a821c9c,likely_fit,85,pass,22560013,PUBLIC-RELATIONS,data/data/PUBLIC-RELATIONS/22560013.pdf,clean_pdfs/jd_14/jd_14_r04_22560013.pdf,e8896ecf52edac5d06097c277a622a1efc02f3325603b4947166c6bcab2347f8,candidate_text/22560013.txt,candidate_screening/jd_14_22560013.json,2,14
jd_14_r05,jd_14,Junior Creative Visual Designer,https://jobs.lever.co/ana-corp/09422548-cf87-432b-8e08-1293de56274d,417989c042bc6596864e78fb262ce921f69e90b39c8260e48fa75cc23a821c9c,likely_fit,75,pass,25422388,DESIGNER,data/data/DESIGNER/25422388.pdf,clean_pdfs/jd_14/jd_14_r05_25422388.pdf,0ff93283a84502de85652e091d2949e0d555f5245e41d34e03a30f7832c99686,candidate_text/25422388.txt,candidate_screening/jd_14_25422388.json,2,1
jd_14_r06,jd_14,Junior Creative Visual Designer,https://jobs.lever.co/ana-corp/09422548-cf87-432b-8e08-1293de56274d,417989c042bc6596864e78fb262ce921f69e90b39c8260e48fa75cc23a821c9c,likely_nonfit,65,fail,16887936,ARTS,data/data/ARTS/16887936.pdf,clean_pdfs/jd_14/jd_14_r06_16887936.pdf,1da25c2b2666ffa2555ebd1b45a2974391cb36eaab0525433dc2cedfc0c99507,candidate_text/16887936.txt,candidate_screening/jd_14_16887936.json,2,5
jd_14_r07,jd_14,Junior Creative Visual Designer,https://jobs.lever.co/ana-corp/09422548-cf87-432b-8e08-1293de56274d,417989c042bc6596864e78fb262ce921f69e90b39c8260e48fa75cc23a821c9c,likely_nonfit,65,fail,13014900,DESIGNER,data/data/DESIGNER/13014900.pdf,clean_pdfs/jd_14/jd_14_r07_13014900.pdf,85c353d598229ce2fea2260ec54945a2fb9ac07cbb266ac48b2ddc3ec114384e,candidate_text/13014900.txt,candidate_screening/jd_14_13014900.json,5,6
jd_14_r08,jd_14,Junior Creative Visual Designer,https://jobs.lever.co/ana-corp/09422548-cf87-432b-8e08-1293de56274d,417989c042bc6596864e78fb262ce921f69e90b39c8260e48fa75cc23a821c9c,likely_nonfit,45,fail,23810469,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/23810469.pdf,clean_pdfs/jd_14/jd_14_r08_23810469.pdf,4b893c6d170ef32c1ed8100810f23814e728e454e91528d521c28f2216496088,candidate_text/23810469.txt,candidate_screening/jd_14_23810469.json,2,9
jd_14_r09,jd_14,Junior Creative Visual Designer,https://jobs.lever.co/ana-corp/09422548-cf87-432b-8e08-1293de56274d,417989c042bc6596864e78fb262ce921f69e90b39c8260e48fa75cc23a821c9c,likely_nonfit,45,fail,19497420,PUBLIC-RELATIONS,data/data/PUBLIC-RELATIONS/19497420.pdf,clean_pdfs/jd_14/jd_14_r09_19497420.pdf,2a8f40f1e96b8ac9cd7c455a8ed1aa9ab5c19c021e25aceb96c9503d05ba9fd2,candidate_text/19497420.txt,candidate_screening/jd_14_19497420.json,2,11
jd_14_r10,jd_14,Junior Creative Visual Designer,https://jobs.lever.co/ana-corp/09422548-cf87-432b-8e08-1293de56274d,417989c042bc6596864e78fb262ce921f69e90b39c8260e48fa75cc23a821c9c,likely_nonfit,45,fail,23951429,DESIGNER,data/data/DESIGNER/23951429.pdf,clean_pdfs/jd_14/jd_14_r10_23951429.pdf,ca5afd5d3e46b0315a8b708a016d12f9a385cdd176f439d5d5791ce14244ab76,candidate_text/23951429.txt,candidate_screening/jd_14_23951429.json,1,13
jd_15_r01,jd_15,University Recruiter,https://stripe.com/jobs/search?gh_jid=8159355,656dd78e73a50de835ed4e893d06cd0f10250d08ff28997864f793133bd210de,likely_fit,85,pass,18827609,HR,data/data/HR/18827609.pdf,clean_pdfs/jd_15/jd_15_r01_18827609.pdf,01706254e879fff2fc8ee407ae7b8ef1554fc164350263c923e19548f698a2d7,candidate_text/18827609.txt,candidate_screening/jd_15_18827609.json,2,1
jd_15_r02,jd_15,University Recruiter,https://stripe.com/jobs/search?gh_jid=8159355,656dd78e73a50de835ed4e893d06cd0f10250d08ff28997864f793133bd210de,likely_fit,85,pass,19179079,HR,data/data/HR/19179079.pdf,clean_pdfs/jd_15/jd_15_r02_19179079.pdf,bd02cc351dcb0571ec60edc0f6068d802d289626e51ddb336ee60b83cb9d0ca4,candidate_text/19179079.txt,candidate_screening/jd_15_19179079.json,3,2
jd_15_r03,jd_15,University Recruiter,https://stripe.com/jobs/search?gh_jid=8159355,656dd78e73a50de835ed4e893d06cd0f10250d08ff28997864f793133bd210de,likely_fit,75,pass,91930382,HR,data/data/HR/91930382.pdf,clean_pdfs/jd_15/jd_15_r03_91930382.pdf,26cad4d2cd6f94d7ee469863593bb87b0b361ea9083bde532204bcce2bc8e39a,candidate_text/91930382.txt,candidate_screening/jd_15_91930382.json,1,6
jd_15_r04,jd_15,University Recruiter,https://stripe.com/jobs/search?gh_jid=8159355,656dd78e73a50de835ed4e893d06cd0f10250d08ff28997864f793133bd210de,likely_fit,75,pass,25676643,HR,data/data/HR/25676643.pdf,clean_pdfs/jd_15/jd_15_r04_25676643.pdf,c5d1d1679982be712629282710910547b01d28448fde1f16aaa6cd87ff8e2fbb,candidate_text/25676643.txt,candidate_screening/jd_15_25676643.json,3,13
jd_15_r05,jd_15,University Recruiter,https://stripe.com/jobs/search?gh_jid=8159355,656dd78e73a50de835ed4e893d06cd0f10250d08ff28997864f793133bd210de,likely_fit,75,pass,24508725,HR,data/data/HR/24508725.pdf,clean_pdfs/jd_15/jd_15_r05_24508725.pdf,37b044f3ab06f5d37bf7d1d6b0284ae99bae2aeb28171bf93b6189b0cf27517b,candidate_text/24508725.txt,candidate_screening/jd_15_24508725.json,3,15
jd_15_r06,jd_15,University Recruiter,https://stripe.com/jobs/search?gh_jid=8159355,656dd78e73a50de835ed4e893d06cd0f10250d08ff28997864f793133bd210de,likely_nonfit,65,fail,18297650,HR,data/data/HR/18297650.pdf,clean_pdfs/jd_15/jd_15_r06_18297650.pdf,20f95566d86a8dfc621b15304c016e5e369243b71bf803abcc351e0f93a51df3,candidate_text/18297650.txt,candidate_screening/jd_15_18297650.json,2,5
jd_15_r07,jd_15,University Recruiter,https://stripe.com/jobs/search?gh_jid=8159355,656dd78e73a50de835ed4e893d06cd0f10250d08ff28997864f793133bd210de,likely_nonfit,65,fail,13520837,HR,data/data/HR/13520837.pdf,clean_pdfs/jd_15/jd_15_r07_13520837.pdf,03b2a17fe45316403508c5e11a86e19f58c2d84577e1b421dc440de44a814bf2,candidate_text/13520837.txt,candidate_screening/jd_15_13520837.json,2,12
jd_15_r08,jd_15,University Recruiter,https://stripe.com/jobs/search?gh_jid=8159355,656dd78e73a50de835ed4e893d06cd0f10250d08ff28997864f793133bd210de,likely_nonfit,65,fail,46258701,HR,data/data/HR/46258701.pdf,clean_pdfs/jd_15/jd_15_r08_46258701.pdf,232ab1876d069e2704e45d9246559cbd97f151730305c7cf17cb8efcc19e321e,candidate_text/46258701.txt,candidate_screening/jd_15_46258701.json,1,48
jd_15_r09,jd_15,University Recruiter,https://stripe.com/jobs/search?gh_jid=8159355,656dd78e73a50de835ed4e893d06cd0f10250d08ff28997864f793133bd210de,likely_nonfit,45,fail,17812897,HR,data/data/HR/17812897.pdf,clean_pdfs/jd_15/jd_15_r09_17812897.pdf,b73a8b9d5cde7a1928805b13858e1f8cd413d4c9a0ca11d06104161f445c9064,candidate_text/17812897.txt,candidate_screening/jd_15_17812897.json,2,38
jd_15_r10,jd_15,University Recruiter,https://stripe.com/jobs/search?gh_jid=8159355,656dd78e73a50de835ed4e893d06cd0f10250d08ff28997864f793133bd210de,likely_nonfit,45,fail,30563572,HR,data/data/HR/30563572.pdf,clean_pdfs/jd_15/jd_15_r10_30563572.pdf,cfef10d8fffc4cfad603ce72c2232a8acb42b7792abccd40c8fa33b7ee545930,candidate_text/30563572.txt,candidate_screening/jd_15_30563572.json,2,53
jd_16_r01,jd_16,Inside Sales Representative,https://jobs.lever.co/promenade/047dda0d-f2b7-4157-9a53-8b27c74e0750,4ac05700746df6b820eb82334726a3634f23f74ec1b2efd974b18a753b8b0511,likely_fit,85,pass,41651672,BANKING,data/data/BANKING/41651672.pdf,clean_pdfs/jd_16/jd_16_r01_41651672.pdf,417eb8b9e5954a694dcf8e8b2586125441d21b43e65b8220295d52738c534250,candidate_text/41651672.txt,candidate_screening/jd_16_41651672.json,1,3
jd_16_r02,jd_16,Inside Sales Representative,https://jobs.lever.co/promenade/047dda0d-f2b7-4157-9a53-8b27c74e0750,4ac05700746df6b820eb82334726a3634f23f74ec1b2efd974b18a753b8b0511,likely_fit,85,pass,15811992,BUSINESS-DEVELOPMENT,data/data/BUSINESS-DEVELOPMENT/15811992.pdf,clean_pdfs/jd_16/jd_16_r02_15811992.pdf,edb70e1d807eb55d4228cc0c819925d33557509407bb1a5edc3b0f17f15eebe5,candidate_text/15811992.txt,candidate_screening/jd_16_15811992.json,2,9
jd_16_r03,jd_16,Inside Sales Representative,https://jobs.lever.co/promenade/047dda0d-f2b7-4157-9a53-8b27c74e0750,4ac05700746df6b820eb82334726a3634f23f74ec1b2efd974b18a753b8b0511,likely_fit,78,pass,17714174,APPAREL,data/data/APPAREL/17714174.pdf,clean_pdfs/jd_16/jd_16_r03_17714174.pdf,487b6582b594b110eee3c54c3f6ac82f19d3bb58c5a0cecb0e010ae35a35a364,candidate_text/17714174.txt,candidate_screening/jd_16_17714174.json,3,2
jd_16_r04,jd_16,Inside Sales Representative,https://jobs.lever.co/promenade/047dda0d-f2b7-4157-9a53-8b27c74e0750,4ac05700746df6b820eb82334726a3634f23f74ec1b2efd974b18a753b8b0511,likely_fit,75,pass,91467795,BUSINESS-DEVELOPMENT,data/data/BUSINESS-DEVELOPMENT/91467795.pdf,clean_pdfs/jd_16/jd_16_r04_91467795.pdf,1fd2ff4c5f747273b2c7f5a8f6c50a9798eb46b10a93097ca54d22b3dc1b31ea,candidate_text/91467795.txt,candidate_screening/jd_16_91467795.json,2,5
jd_16_r05,jd_16,Inside Sales Representative,https://jobs.lever.co/promenade/047dda0d-f2b7-4157-9a53-8b27c74e0750,4ac05700746df6b820eb82334726a3634f23f74ec1b2efd974b18a753b8b0511,likely_fit,75,pass,27937592,BUSINESS-DEVELOPMENT,data/data/BUSINESS-DEVELOPMENT/27937592.pdf,clean_pdfs/jd_16/jd_16_r05_27937592.pdf,d9f9df048c363705623678dfbfb3e836358084ce890abf6e2ecbfc3f37282bae,candidate_text/27937592.txt,candidate_screening/jd_16_27937592.json,2,13
jd_16_r06,jd_16,Inside Sales Representative,https://jobs.lever.co/promenade/047dda0d-f2b7-4157-9a53-8b27c74e0750,4ac05700746df6b820eb82334726a3634f23f74ec1b2efd974b18a753b8b0511,likely_nonfit,65,fail,47067533,BUSINESS-DEVELOPMENT,data/data/BUSINESS-DEVELOPMENT/47067533.pdf,clean_pdfs/jd_16/jd_16_r06_47067533.pdf,24f2240e0d111053dfa8e0302b8b0da3d4e720890d69e3fd1409a54ffba3d814,candidate_text/47067533.txt,candidate_screening/jd_16_47067533.json,2,7
jd_16_r07,jd_16,Inside Sales Representative,https://jobs.lever.co/promenade/047dda0d-f2b7-4157-9a53-8b27c74e0750,4ac05700746df6b820eb82334726a3634f23f74ec1b2efd974b18a753b8b0511,likely_nonfit,65,fail,12315079,HEALTHCARE,data/data/HEALTHCARE/12315079.pdf,clean_pdfs/jd_16/jd_16_r07_12315079.pdf,635d6712c7082a184b6d5a5d4bb80b430df60a77cf886518e738158a8f421c47,candidate_text/12315079.txt,candidate_screening/jd_16_12315079.json,2,8
jd_16_r08,jd_16,Inside Sales Representative,https://jobs.lever.co/promenade/047dda0d-f2b7-4157-9a53-8b27c74e0750,4ac05700746df6b820eb82334726a3634f23f74ec1b2efd974b18a753b8b0511,likely_nonfit,65,fail,40792022,BUSINESS-DEVELOPMENT,data/data/BUSINESS-DEVELOPMENT/40792022.pdf,clean_pdfs/jd_16/jd_16_r08_40792022.pdf,f835650ecf1248063311bf7e02f27aba55d7353d549a30fa37d0ad59fb17f004,candidate_text/40792022.txt,candidate_screening/jd_16_40792022.json,2,11
jd_16_r09,jd_16,Inside Sales Representative,https://jobs.lever.co/promenade/047dda0d-f2b7-4157-9a53-8b27c74e0750,4ac05700746df6b820eb82334726a3634f23f74ec1b2efd974b18a753b8b0511,likely_nonfit,65,fail,10464113,SALES,data/data/SALES/10464113.pdf,clean_pdfs/jd_16/jd_16_r09_10464113.pdf,9a24676339c91d29cfd4450cf1b05dea637d9a46ae4be6b0fe51154ccce4bf3d,candidate_text/10464113.txt,candidate_screening/jd_16_10464113.json,2,12
jd_16_r10,jd_16,Inside Sales Representative,https://jobs.lever.co/promenade/047dda0d-f2b7-4157-9a53-8b27c74e0750,4ac05700746df6b820eb82334726a3634f23f74ec1b2efd974b18a753b8b0511,likely_nonfit,65,fail,32433431,CONSULTANT,data/data/CONSULTANT/32433431.pdf,clean_pdfs/jd_16/jd_16_r10_32433431.pdf,eece9c5a44a59f2bf51f5fcf9d9716d40929d70a7af8b73c56c4ff9607d59cff,candidate_text/32433431.txt,candidate_screening/jd_16_32433431.json,2,18
jd_17_r01,jd_17,Social Media Coordinator,https://jobs.lever.co/promenade/4d44c10a-9621-4e03-8e52-69ffbe633abb,47686a4f9bfbb96271e9b6bd1f457f65215f3d85c54ae59dc9a0d87170670523,likely_fit,85,pass,15479281,APPAREL,data/data/APPAREL/15479281.pdf,clean_pdfs/jd_17/jd_17_r01_15479281.pdf,1e594baccbc5a84a7b48d028ab9122819e26c3b2fc563b1b6a2e931a6f0b47dd,candidate_text/15479281.txt,candidate_screening/jd_17_15479281.json,2,1
jd_17_r02,jd_17,Social Media Coordinator,https://jobs.lever.co/promenade/4d44c10a-9621-4e03-8e52-69ffbe633abb,47686a4f9bfbb96271e9b6bd1f457f65215f3d85c54ae59dc9a0d87170670523,likely_fit,85,pass,22754014,PUBLIC-RELATIONS,data/data/PUBLIC-RELATIONS/22754014.pdf,clean_pdfs/jd_17/jd_17_r02_22754014.pdf,f0f79a3e8983fab95fcde72d50e9c8d534d875686a199d10888c50fc1f0a38c3,candidate_text/22754014.txt,candidate_screening/jd_17_22754014.json,2,5
