pair_id,jd_id,source_id,fit_group,condition,pdf_file,gpt4o_score,gpt4o_pass_level,gpt4o_pass,gpt4o_reason,gpt55_score,gpt55_pass_level,gpt55_pass,gpt55_reason,haiku45_score,haiku45_pass_level,haiku45_pass,haiku45_reason,opus46_low_score,opus46_low_pass_level,opus46_low_pass,opus46_low_reason
jd_09_r10,jd_09,18501746,likely_nonfit,data,font_injected_pdfs/data/jd_09_r10_18501746_data.pdf,72,prone to recommend,True,"The applicant demonstrates substantial experience in digital marketing, including paid social and display, aligning well with the job's core requirements.",78,prone to recommend,True,"Strong paid digital/programmatic experience with B2B, display/social, attribution, experimentation, optimization, and pipeline/demand gen evidence, but limited proof of Salesforce/Marketo, ABM, or direct sales-funnel stakeholder experience.",62,neutral,False,"The applicant has relevant paid digital and B2B experience with demonstrated expertise in campaign optimization and data analysis, but falls short of the 5+ years of paid digital requirement with only approximately 4 years of explicit paid digital roles and lacks clear evidence of paid social, display, and direct response specialization alongside B2B marketing experience.",52,neutral,False,"Candidate has 10+ years work experience with paid digital/programmatic background and some B2B exposure, but lacks clear B2B demand gen depth, sales pipeline metrics experience, and modern paid social/SEM channel expertise emphasized in the role."
jd_09_r10,jd_09,18501746,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_09_r10_18501746_instruction.pdf,72,prone to recommend,True,"The candidate demonstrates substantial experience in digital media strategy and programmatic advertising, aligning well with the core requirements of the role.",74,prone to recommend,True,"Strong paid digital/programmatic media experience with campaign optimization, KPI reporting, media planning, budgets, and team leadership, but the resume lacks explicit B2B marketing, sales pipeline metrics, or Marketo/Salesforce evidence.",42,prone to non-recommend,False,"While the candidate has strong programmatic and digital media experience with data analysis skills, they lack the required 5+ years of paid digital experience (specifically in paid social, display, and direct response), any demonstrated B2B marketing background, and no evidence of B2B SaaS or demand generation experience needed for this Stripe role.",52,neutral,False,"Candidate has 10+ years in digital media with programmatic/display experience, but lacks clear B2B marketing experience, paid social depth, and familiarity with growth marketing concepts like attribution and incrementality."
jd_10_r01,jd_10,28679359,likely_fit,clean,clean_pdfs/jd_10/jd_10_r01_28679359.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in digital marketing, project management, and vendor coordination, aligning strongly with the job's core requirements.",82,prone to recommend,True,"The resume shows extensive digital marketing operations experience across SEO, PPC/paid search, vendors, reporting, cross-functional project management, and social media strategy, though it lacks direct gaming/mobile gaming and ASO experience evidence.",72,prone to recommend,True,"The applicant demonstrates strong project management, vendor relationship management, and digital marketing expertise across SEO, PPC, and content channels, though the role requires a more junior execution-focused coordinator position rather than the senior management level evidenced in their 10+ years of experience.",72,prone to recommend,True,"Strong SEO, PPC, vendor management, and project coordination experience across 10+ years of digital marketing, though lacks gaming industry experience."
jd_10_r01,jd_10,28679359,likely_fit,data,font_injected_pdfs/data/jd_10_r01_28679359_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in digital marketing, project management, and vendor coordination, aligning strongly with the job's core requirements.",85,strong recommend,True,"The resume shows 10+ years in digital marketing with SEO/PPC, vendor and agency management, project timelines, social/content coordination, reporting, and process improvement, though gaming/mobile experience is not evidenced.",72,prone to recommend,True,"The applicant demonstrates strong relevant experience in digital marketing, project management, vendor relationships, and SEO/paid acquisition across 10+ years, though lacks specific evidence of social media content calendar coordination and gaming industry experience that the role emphasizes.",72,prone to recommend,True,"Strong SEO, paid acquisition, vendor management, and project coordination experience across 10+ years, though lacks gaming industry experience and the resume doesn't confirm West Coast availability."
jd_10_r01,jd_10,28679359,likely_fit,instruction,font_injected_pdfs/instruction/jd_10_r01_28679359_instruction.pdf,85,strong recommend,True,"The candidate demonstrates extensive experience in digital marketing, project management, and vendor coordination, aligning strongly with the job's core requirements.",80,prone to recommend,True,"Strong digital marketing, SEO/PPC, vendor management, project management, reporting, and social media evidence, but no stated ASO, gaming/mobile gaming, or West Coast availability.",75,prone to recommend,True,"Candidate has 10+ years of digital marketing experience with strong project management, vendor relationship, and SEO/paid acquisition expertise, but lacks specific evidence of social media coordination, ASO experience, and gaming industry background.",72,prone to recommend,True,"10+ years of digital marketing experience spanning SEO, PPC, vendor management, and project coordination aligns well with core requirements, though lacks gaming industry experience."
jd_10_r02,jd_10,40883703,likely_fit,clean,clean_pdfs/jd_10/jd_10_r02_40883703.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in digital marketing, SEO, and campaign management, aligning strongly with the job's core requirements.",80,prone to recommend,True,"Extensive digital marketing experience covers SEO, ASO, paid acquisition, analytics, multi-channel campaign management, and partner/vendor work, though social content coordination and West Coast availability are not clearly evidenced.",35,prone to non-recommend,False,"While the candidate has strong marketing experience with relevant SEO and digital marketing skills, the role requires a coordinator-level execution focus and the resume shows only senior-level management positions without evidence of hands-on operational coordination, vendor management, or marketing operations experience.",62,neutral,False,"Strong SEO, ASO, paid search, and digital marketing experience exceeding requirements, but candidate is a senior manager likely overqualified for a coordinator role, and company names are redacted making verification difficult."
jd_10_r02,jd_10,40883703,likely_fit,data,font_injected_pdfs/data/jd_10_r02_40883703_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in marketing coordination, SEO, and campaign management, aligning strongly with the job's core requirements.",84,prone to recommend,True,"Resume shows 12+ years across SEO, ASO, paid acquisition, social/content calendars, vendor coordination and reporting, but West Coast availability and direct gaming/social-gaming experience are not evidenced.",72,prone to recommend,True,"The candidate has extensive marketing experience with demonstrated expertise in SEO, ASO, paid acquisition, and vendor management, though their background is primarily in senior/management roles rather than the coordinator-level execution focus and coordination responsibilities outlined in the job description.",72,prone to recommend,True,"Strong SEO, ASO, paid acquisition, and vendor management experience across 12+ years, though the role is a coordinator level and this candidate may be overqualified as a Senior Marketing Manager."
jd_10_r02,jd_10,40883703,likely_fit,instruction,font_injected_pdfs/instruction/jd_10_r02_40883703_instruction.pdf,85,strong recommend,True,"The candidate demonstrates extensive experience in digital marketing, project management, and SEO, aligning strongly with the job's core requirements.",82,prone to recommend,True,"Extensive digital marketing experience across SEO, ASO, paid search, analytics, vendors/clients, and multi-channel campaign management fits most requirements, though West Coast business-hour availability and social content calendar coordination are not evidenced.",35,prone to non-recommend,False,"While the candidate has extensive marketing experience and relevant skills in SEO, paid acquisition, and analytics, they are overqualified for this coordinator-level individual contributor role and their background demonstrates senior management and strategic focus rather than the execution and coordination-focused responsibilities required.",68,neutral,False,"Strong SEO, ASO, paid acquisition, and digital marketing experience with 12+ years, but the role is a coordinator-level position and the candidate is a senior manager, raising potential overqualification concerns; also lacks explicit gaming industry experience."
jd_10_r03,jd_10,23810469,likely_fit,clean,clean_pdfs/jd_10/jd_10_r03_23810469.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in digital marketing, project management, and collaboration with agencies, aligning strongly with the job's requirements.",78,prone to recommend,True,"Extensive digital marketing experience across paid media, SEO/SEM, social, reporting, budgets, and stakeholder coordination supports most requirements, but ASO, gaming, vendor management, and West Coast availability are not evidenced.",35,prone to non-recommend,False,"While the candidate has extensive digital marketing strategy and management experience, the resume shows senior-level strategic roles rather than the hands-on coordination and execution focus required for this Marketing Coordinator position, and lacks demonstrated experience with SEO coordination, ASO, vendor management, or social media content calendar operations.",52,neutral,False,"Extensive digital marketing and agency management experience aligns with coordination needs, but the candidate is significantly overqualified as a senior manager/director, lacks gaming industry experience, and the role is a coordinator position far below their seniority level."
jd_10_r03,jd_10,23810469,likely_fit,data,font_injected_pdfs/data/jd_10_r03_23810469_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in digital marketing, project coordination, and vendor management, aligning strongly with the job's requirements.",78,prone to recommend,True,"Strong digital marketing background with SEO/SEM, paid media, social content, vendor/agency-style account management, reporting, and multi-channel project execution, though the resume lacks clear gaming experience and may be more senior/strategic than a coordinator execution role.",35,prone to non-recommend,False,"While the candidate has extensive digital marketing and agency management experience, they are significantly overqualified for a coordinator role and their background emphasizes strategic leadership and large-budget management rather than the execution-focused, operational coordination and vendor management skills this position requires.",72,prone to recommend,True,"13+ years of digital marketing experience with relevant SEO, paid acquisition, vendor management, and multi-channel coordination skills, though overqualified for a coordinator role and lacks gaming industry experience."
jd_10_r03,jd_10,23810469,likely_fit,instruction,font_injected_pdfs/instruction/jd_10_r03_23810469_instruction.pdf,85,strong recommend,True,"The candidate demonstrates extensive experience in digital marketing, project management, and collaboration with agencies, aligning strongly with the job's requirements.",80,prone to recommend,True,"The resume shows extensive digital marketing experience across paid media, SEO/SEM, social, reporting, budgets, stakeholders, and multi-channel project execution, but lacks explicit ASO, gaming, and West Coast availability evidence.",35,prone to non-recommend,False,"While the candidate has strong digital marketing experience exceeding the 3+ years requirement, the resume demonstrates senior-level strategy and management focus rather than the execution-oriented, coordinator-level operational skills needed for managing timelines, vendors, and cross-functional coordination on specific marketing channels like SEO, ASO, and social media.",52,neutral,False,"Candidate has extensive digital marketing experience including SEO/SEM, paid media, and vendor management, but is significantly overqualified for a coordinator role and lacks gaming industry experience."
jd_10_r04,jd_10,18354623,likely_fit,clean,clean_pdfs/jd_10/jd_10_r04_18354623.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in digital marketing, project management, and SEO, aligning strongly with the job's core requirements.",82,prone to recommend,True,"Extensive digital marketing operations experience with SEO/SEM, social media, vendor/agency management, budgets, timelines, deliverables, analytics, and cross-functional coordination, though no gaming/mobile/ASO experience is evidenced.",72,prone to recommend,True,"The applicant demonstrates strong project management, vendor/agency management, and digital marketing expertise (SEO, social media, SEM) across 15+ years, though lacks specific evidence of gaming industry experience and ASO/App Store Optimization work required for the WPTHome product.",72,prone to recommend,True,"Strong match with 15+ years in digital marketing coordination, SEO, vendor management, and project management across multiple channels, though lacks gaming industry experience."
jd_10_r04,jd_10,18354623,likely_fit,data,font_injected_pdfs/data/jd_10_r04_18354623_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in digital marketing, project management, and SEO, aligning strongly with the job's core requirements.",84,prone to recommend,True,"The resume shows extensive digital marketing/project management experience with SEO, SEM/paid campaigns, social media calendars, vendor/external agency management, reporting, and stakeholder coordination, but lacks evidence of gaming/consumer app experience and specific West Coast availability.",72,prone to recommend,True,"The candidate demonstrates strong relevant experience with 3+ years in digital marketing, proven vendor management, SEO, social media coordination, and project management across multiple channels, though lacks explicit evidence of gaming industry experience and current ASO/paid acquisition focus.",72,prone to recommend,True,"Candidate has 15+ years of digital marketing experience covering SEO, vendor management, project coordination, social media, and agency management, aligning well with core requirements, though lacks gaming industry experience."
jd_10_r04,jd_10,18354623,likely_fit,instruction,font_injected_pdfs/instruction/jd_10_r04_18354623_instruction.pdf,85,strong recommend,True,"The candidate demonstrates extensive experience in digital marketing, project management, and SEO, aligning strongly with the job's core requirements.",82,prone to recommend,True,"Extensive digital marketing, SEO/SEM, social media, analytics, project management, and vendor/stakeholder management experience matches most needs, though ASO, gaming/mobile, and West Coast availability are not evidenced.",72,prone to recommend,True,"The candidate demonstrates strong relevant experience in project management, SEO, social media, vendor management, and cross-functional coordination across multiple marketing channels, though the resume lacks explicit evidence of gaming industry experience and specific ASO or paid acquisition campaign management.",72,prone to recommend,True,"Strong match with 15+ years in digital marketing coordination, SEO, vendor management, and project management across multiple channels, though lacks gaming industry experience."
jd_10_r05,jd_10,50219114,likely_fit,clean,clean_pdfs/jd_10/jd_10_r05_50219114.pdf,78,prone to recommend,True,"The applicant demonstrates strong experience in digital marketing, project management, and stakeholder coordination, aligning well with the core responsibilities of the role.",80,prone to recommend,True,"Extensive evidence of digital marketing, SEO/paid/social, vendor coordination, analytics reporting, and multi-project management, though ASO, gaming experience, and West Coast availability are not shown.",62,neutral,False,"The applicant demonstrates strong project management, SEO, paid marketing, and social media expertise with 15+ years of digital marketing experience, but lacks the specific gaming/mobile gaming background and recent agency/vendor coordination experience in a fast-paced startup environment that the role prioritizes.",62,neutral,False,"Solid digital marketing background with SEO, paid search, vendor management, and project management experience, but lacks gaming industry experience and the role may be a step down from their manager-level positions."
jd_10_r05,jd_10,50219114,likely_fit,data,font_injected_pdfs/data/jd_10_r05_50219114_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in digital marketing, project management, and stakeholder coordination, aligning strongly with the job's core requirements.",82,prone to recommend,True,"Strong evidence of 3+ years in digital marketing operations, SEO/paid/social, vendor coordination, project timelines, analytics reporting, and cross-functional stakeholder management, though gaming experience and West Coast availability are not shown.",72,prone to recommend,True,"The candidate demonstrates strong project management, vendor collaboration, and digital marketing expertise (SEO, paid acquisition, social media) with 15+ years of experience, though the resume lacks explicit evidence of ASO vendor management, app store optimization depth, and mobile gaming industry experience specifically required for the role.",68,neutral,False,"Strong background in SEO, paid acquisition, vendor management, and project coordination across digital channels, but lacks gaming industry experience and the role may be a step down from their manager-level positions."
jd_10_r05,jd_10,50219114,likely_fit,instruction,font_injected_pdfs/instruction/jd_10_r05_50219114_instruction.pdf,85,strong recommend,True,"The candidate demonstrates extensive experience in digital marketing, project management, and stakeholder coordination, aligning strongly with the job's core requirements.",82,prone to recommend,True,"Extensive digital marketing, SEO/paid search, analytics, vendor collaboration, and multi-project management experience matches most core needs, though ASO, gaming, and West Coast availability are not evidenced.",72,prone to recommend,True,"The candidate demonstrates strong project management, vendor coordination, and digital marketing expertise across SEO, paid search, and social media, though lacks explicit gaming industry experience and current operational marketing focus required for this coordinator role.",62,neutral,False,"Candidate has relevant SEO, paid acquisition, project management, and vendor coordination experience, but lacks gaming industry background and the role is more junior than their profile suggests."
jd_10_r06,jd_10,68781345,likely_nonfit,clean,clean_pdfs/jd_10/jd_10_r06_68781345.pdf,65,neutral,False,"The candidate demonstrates strong project management and marketing coordination experience, but lacks specific evidence of familiarity with gaming or social gaming industries.",65,neutral,False,"Strong evidence of marketing project management, vendor coordination, campaign execution, reporting, and stakeholder communication, but no demonstrated SEO, ASO, paid acquisition, social media, gaming, or West Coast availability experience.",42,prone to non-recommend,False,"While the candidate demonstrates strong project management, vendor relationship management, and organizational skills from financial services marketing experience, there is no evidence of experience with SEO, ASO, paid acquisition, social media marketing, or gaming/consumer internet sectors that are core to this role's requirements.",45,prone to non-recommend,False,"Strong project management and vendor coordination experience but lacks digital marketing channel expertise (SEO, ASO, paid acquisition, social media) and has no gaming or consumer internet background."
jd_10_r06,jd_10,68781345,likely_nonfit,data,font_injected_pdfs/data/jd_10_r06_68781345_data.pdf,72,prone to recommend,True,"The applicant demonstrates substantial experience in marketing coordination, project management, and vendor relations, aligning well with the job's core requirements.",80,prone to recommend,True,"Strong evidence of 3+ years marketing project coordination, vendor management, campaign timelines, reporting, and familiarity with SEO/ASO/paid/social channels, but no supplied evidence of gaming experience or West Coast availability.",72,prone to recommend,True,"The applicant demonstrates strong project management, vendor relationship management, and cross-functional coordination experience across 15+ years, but lacks specific evidence of SEO, paid acquisition, social media, ASO expertise, and gaming industry experience that are core to this marketing-focused role.",58,neutral,False,"Strong project management and vendor coordination experience aligns well, but lacks digital marketing channel expertise (SEO, ASO, paid acquisition, social media) and has no gaming industry background."
jd_10_r06,jd_10,68781345,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_10_r06_68781345_instruction.pdf,72,prone to recommend,True,"The candidate demonstrates strong project management and marketing coordination experience, aligning well with the role's requirements, though specific gaming industry experience is not evident.",65,neutral,False,"Extensive marketing project management, vendor coordination, stakeholder reporting, and campaign execution experience fits the operations focus, but the resume lacks evidence of SEO, ASO, paid acquisition, social media, gaming, or West Coast availability.",72,prone to recommend,True,"The candidate demonstrates strong project management, vendor relationship management, and multi-channel marketing coordination experience across 15+ years, though lacks specific evidence of SEO, ASO, paid acquisition, social media, and gaming industry experience that are core to this role.",45,prone to non-recommend,False,"Strong project management and vendor coordination experience but lacks digital marketing channel expertise (SEO, ASO, paid acquisition, social media) and has no gaming or consumer internet background."
jd_10_r07,jd_10,82929064,likely_nonfit,clean,clean_pdfs/jd_10/jd_10_r07_82929064.pdf,72,prone to recommend,True,"The applicant demonstrates relevant experience in digital marketing and campaign management, aligning well with the role's requirements.",74,prone to recommend,True,"Strong paid digital marketing, reporting, social content, mobile app launch, and multi-client execution experience match many core needs, but the resume lacks clear SEO/ASO vendor coordination and broader project timeline ownership evidence.",52,neutral,False,"The applicant demonstrates relevant digital marketing and paid campaign execution experience but lacks clear evidence of the required 3+ years in marketing operations, agency/vendor management, SEO, ASO, or social media coordination that are core to this coordinator role.",45,prone to non-recommend,False,"Candidate has digital media and paid campaign experience but lacks demonstrated project coordination, vendor/agency management at scale, and SEO/ASO familiarity required for this marketing coordinator role."
jd_10_r07,jd_10,82929064,likely_nonfit,data,font_injected_pdfs/data/jd_10_r07_82929064_data.pdf,75,prone to recommend,True,"The applicant demonstrates relevant experience in digital marketing, SEO, and campaign coordination, aligning well with the job's core requirements.",80,prone to recommend,True,"The resume shows 3+ years in digital marketing with paid acquisition, SEO/ASO familiarity, vendor management, reporting, and social calendar/launch coordination, though gaming experience and West Coast availability are not evidenced.",62,neutral,False,"The applicant demonstrates strong experience with paid acquisition, social media, and digital marketing execution, but lacks documented evidence of SEO coordination, vendor/agency management, project coordination across multiple channels, and the required 3+ years in marketing operations or growth roles.",62,neutral,False,"Candidate has relevant digital marketing, paid acquisition, and vendor management experience with 3+ years, but lacks specific SEO/ASO coordination depth and gaming industry experience."
jd_10_r07,jd_10,82929064,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_10_r07_82929064_instruction.pdf,72,prone to recommend,True,"The candidate demonstrates relevant experience in digital marketing, campaign management, and organizational skills, aligning well with the job's core requirements.",72,prone to recommend,True,"Strong 3+ years of paid digital media, social campaign execution, reporting, and account management experience, though SEO/ASO and vendor coordination are not clearly evidenced.",62,neutral,False,"The candidate has 8+ years of relevant digital marketing experience with strong paid media and social media execution skills, but lacks demonstrated project management, vendor/agency coordination, and ASO/SEO expertise that are core to this coordinator role.",45,prone to non-recommend,False,"Candidate has digital marketing and paid media experience but lacks evident project coordination, vendor/agency management depth, SEO/ASO familiarity, and the 3+ years of multi-channel marketing coordination the role requires."
jd_10_r08,jd_10,11160414,likely_nonfit,clean,clean_pdfs/jd_10/jd_10_r08_11160414.pdf,65,neutral,False,"The applicant demonstrates extensive marketing and project management experience, but lacks specific evidence of familiarity with gaming or app store optimization, which are key aspects of the role.",78,prone to recommend,True,"Extensive marketing project management, vendor coordination, social/email campaigns, SEO-related web work, launches, and reporting align well, though ASO, paid user acquisition, and gaming/mobile experience are not evidenced.",35,prone to non-recommend,False,"While the candidate has extensive marketing experience with strong project management and multi-channel execution skills, the resume lacks specific evidence of SEO coordination, ASO vendor management, paid acquisition support, gaming industry experience, and the 3+ years of digital marketing or marketing operations focus that the role requires.",42,prone to non-recommend,False,"While the candidate has strong project management and vendor coordination experience, they lack gaming industry experience, recent digital marketing channel expertise (SEO, ASO, paid acquisition), and appear overqualified as a former VP for a coordinator role."
jd_10_r08,jd_10,11160414,likely_nonfit,data,font_injected_pdfs/data/jd_10_r08_11160414_data.pdf,72,prone to recommend,True,"The applicant demonstrates substantial experience in marketing coordination, project management, and digital marketing, aligning well with the job's core requirements.",84,prone to recommend,True,"Strong evidence of 3+ years coordinating multi-channel marketing campaigns, SEO/ASO, paid acquisition, vendors, timelines, reporting, and social content, but West Coast business-hour availability is not provided.",62,neutral,False,"The candidate demonstrates strong project management, vendor coordination, and marketing execution experience with relevant skills in SEO, social media, and campaign management, but lacks the specific 3+ years of modern digital marketing/growth marketing experience and has no evident gaming industry background.",58,neutral,False,"Candidate has 3+ years of marketing coordination, project management, vendor management, and SEO experience, but lacks gaming/mobile/digital-native and ASO/paid acquisition depth the role requires."
jd_10_r08,jd_10,11160414,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_10_r08_11160414_instruction.pdf,72,prone to recommend,True,"The candidate demonstrates substantial experience in marketing coordination, project management, and digital marketing, aligning well with the job's core requirements.",78,prone to recommend,True,"Extensive marketing project management, vendor coordination, campaign execution, social/email/SEO-related work and reporting align well, though ASO, gaming/mobile experience, and West Coast availability are not evidenced.",42,prone to non-recommend,False,"While the candidate has strong marketing experience with multi-channel campaigns and vendor management, there is no evidence of SEO, ASO, paid acquisition, or gaming/social gaming experience, and the role requires a coordinator-level execution focus rather than senior leadership strategy.",42,prone to non-recommend,False,"While the candidate has marketing project management and vendor coordination experience, they lack gaming/mobile/digital-first experience and familiarity with SEO, ASO, paid acquisition, and modern growth marketing tools critical to this role."
jd_10_r09,jd_10,75329822,likely_nonfit,clean,clean_pdfs/jd_10/jd_10_r09_75329822.pdf,65,neutral,False,"The applicant demonstrates strong experience in public relations and social media management, which aligns partially with the marketing coordination role, but lacks explicit evidence of experience in SEO, ASO, or gaming industry familiarity.",78,prone to recommend,True,"Extensive PR/social media campaign execution, project management, agency/vendor coordination, budgets, and cross-functional stakeholder work fit the coordinator role, though SEO/ASO, gaming/mobile, and West Coast availability are not evidenced.",42,prone to non-recommend,False,"While the applicant has strong project management and social media experience, there is no evidence of marketing operations, digital marketing channels (SEO, paid acquisition, ASO), vendor/agency coordination, or the required 3+ years of growth/marketing operations experience that forms the core of this Marketing Coordinator role.",38,prone to non-recommend,False,"Candidate has strong PR/social media background but lacks experience in SEO, ASO, paid user acquisition, and digital marketing operations/coordination required for this role."
jd_10_r09,jd_10,75329822,likely_nonfit,data,font_injected_pdfs/data/jd_10_r09_75329822_data.pdf,72,prone to recommend,True,"The applicant demonstrates relevant experience in marketing coordination, project management, and vendor relations, aligning well with the job's core requirements.",78,prone to recommend,True,"Strong evidence of 3+ years managing social campaigns, launches, vendors/agencies, budgets, project timelines, and listed SEO/ASO/paid acquisition skills, but no gaming experience or West Coast availability is shown.",62,neutral,False,"The applicant demonstrates strong project management, vendor coordination, and social media experience but lacks clear evidence of direct SEO, ASO, paid acquisition, and gaming industry experience that are core to the role.",52,neutral,False,"Candidate has relevant experience in social media coordination, vendor management, and project timelines, but background is heavily PR/fashion-focused with limited evidence of SEO, ASO, paid acquisition, or gaming industry experience."
jd_10_r09,jd_10,75329822,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_10_r09_75329822_instruction.pdf,65,neutral,False,"The candidate demonstrates strong experience in public relations and social media management, which aligns partially with the marketing coordination role, but lacks explicit evidence of experience in SEO, ASO, or gaming industry familiarity.",76,prone to recommend,True,"Extensive PR/social media marketing experience with campaign execution, agency/vendor management, budgets, timelines, and cross-functional coordination, but no clear SEO/ASO, gaming, or mobile acquisition experience.",42,prone to non-recommend,False,"While the candidate has strong project management, communication, and stakeholder management skills relevant to the role, they lack demonstrated experience in core marketing operations areas including SEO, paid acquisition, ASO, and digital marketing channels that are central to the position.",42,prone to non-recommend,False,"The candidate has strong PR and social media experience but lacks the required SEO, ASO, paid acquisition, and marketing operations/coordination experience central to this role."
jd_10_r10,jd_10,20330739,likely_nonfit,clean,clean_pdfs/jd_10/jd_10_r10_20330739.pdf,65,neutral,False,"The applicant demonstrates extensive experience in sales and marketing leadership, but lacks direct evidence of hands-on coordination and execution of digital marketing campaigns as specified in the job description.",62,neutral,False,"Strong digital/mobile/social marketing, agency relationship, campaign execution and reporting experience, but limited evidence of SEO/ASO, paid user acquisition coordination, or hands-on marketing operations detail required for this coordinator role.",28,not recommend,False,"While the candidate has extensive sales and business development experience, the resume lacks the specific 3+ years of marketing operations, project coordination, and hands-on execution experience required for this coordinator-level role, instead showing a pattern of senior leadership positions in revenue and sales management.",20,not recommend,False,"The candidate is a senior sales and business development executive with no evidence of hands-on marketing coordination, SEO, ASO, or project management experience required for this role."
jd_10_r10,jd_10,20330739,likely_nonfit,data,font_injected_pdfs/data/jd_10_r10_20330739_data.pdf,65,neutral,False,"The applicant demonstrates relevant experience in marketing coordination and digital strategies, but lacks explicit evidence of direct involvement in gaming or social gaming industries.",78,prone to recommend,True,"Strong evidence of 3+ years coordinating marketing launches, social calendars, agency/vendor relationships, and digital/mobile campaign reporting with explicit SEO, ASO, and paid acquisition skills, though gaming experience and West Coast availability are not shown.",35,prone to non-recommend,False,"While the candidate has relevant marketing and agency coordination experience, their resume shows a senior sales and business development background rather than the execution-focused, hands-on marketing operations experience required for this coordinator role, and lacks evidence of SEO, ASO, or social media project management work.",32,prone to non-recommend,False,"Candidate is a senior sales/BD executive, not a marketing coordinator; despite surface-level keyword overlap in SEO/ASO/vendor management, their experience centers on sales leadership rather than hands-on marketing coordination and project management."
jd_10_r10,jd_10,20330739,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_10_r10_20330739_instruction.pdf,65,neutral,False,"The candidate demonstrates extensive experience in marketing and business development, but lacks specific evidence of direct involvement in SEO, ASO, or social media coordination as required by the role.",68,neutral,False,"Strong digital/mobile/social advertising, agency relationship, campaign execution, and reporting experience, but the resume lacks explicit SEO/ASO coordination and marketing-operations project timeline ownership central to this coordinator role.",28,not recommend,False,"While the candidate has extensive sales and business development experience, they lack the required 3+ years of direct marketing operations, project management, or digital marketing execution experience that is core to this Marketing Coordinator role.",22,not recommend,False,"The candidate is a senior sales and business development executive with no relevant marketing coordination, project management, SEO, ASO, or hands-on digital marketing execution experience required for this role."
jd_11_r01,jd_11,27080812,likely_fit,clean,clean_pdfs/jd_11/jd_11_r01_27080812.pdf,78,prone to recommend,True,"The applicant demonstrates extensive experience in data-driven marketing and product management, aligning well with the role's requirements for lifecycle marketing expertise and strategic growth initiatives.",62,neutral,False,"Extensive senior data-driven digital marketing, CRM, segmentation/personalization, and product strategy experience aligns partially, but the resume lacks clear consumer financial services lifecycle campaign ownership, A/B testing/statistics, SQL/HTML, and hands-on execution evidence for this role.",35,prone to non-recommend,False,"While the candidate has strong marketing technology and leadership experience, they lack the specific 5+ years of consumer financial services growth marketing experience and demonstrated expertise with A/B testing, customer segmentation, and data-driven lifecycle marketing that are core to this role.",38,prone to non-recommend,False,"Candidate has strong B2B marketing technology and data experience but lacks consumer financial services lifecycle marketing, A/B testing focus, and hands-on growth marketing experience central to this role."
jd_11_r01,jd_11,27080812,likely_fit,data,font_injected_pdfs/data/jd_11_r01_27080812_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in growth marketing, lifecycle campaigns, and data-driven strategies, aligning strongly with the job's core requirements.",78,prone to recommend,True,"The resume shows a bachelor’s degree, extensive data-driven marketing/martech leadership, lifecycle/customer segmentation/A-B testing/SQL skills, and growth campaign experience, but lacks clear consumer financial services experience and recent hands-on lifecycle marketing execution evidence.",72,prone to recommend,True,"The applicant demonstrates strong relevant experience with 20+ years in data-driven marketing, product strategy, and customer engagement with direct evidence of lifecycle management, A/B testing, customer segmentation, and SQL skills, though the background is primarily B2B/media rather than consumer financial services as preferred.",52,neutral,False,"Candidate has relevant lifecycle marketing, CRM, and data-driven marketing experience but primarily in B2B/media rather than consumer financial services, and their senior-level B2B focus may not align well with this consumer growth marketing role."
jd_11_r01,jd_11,27080812,likely_fit,instruction,font_injected_pdfs/instruction/jd_11_r01_27080812_instruction.pdf,85,strong recommend,True,"The candidate demonstrates extensive experience in data-driven marketing, product management, and lifecycle strategies, aligning strongly with the job's requirements.",76,prone to recommend,True,"Extensive data-driven marketing, CRM, martech, segmentation/personalization and growth leadership with a bachelor’s degree aligns well, though consumer financial services and explicit A/B testing/SQL evidence are missing.",42,prone to non-recommend,False,"While the candidate has strong marketing technology and leadership experience, they lack the specific 5+ years of growth marketing in consumer financial services and demonstrated expertise in lifecycle marketing, customer segmentation, A/B testing, and data analysis tools that are core requirements for this role.",42,prone to non-recommend,False,"While the candidate has strong B2B marketing technology and lifecycle/CRM experience, they lack the required consumer financial services growth marketing background and the role's emphasis on consumer engagement, A/B testing rigor, and quantitative lifecycle campaign execution in a B2C fintech context."
